timestamp,hostname,pid,event_type,username,source_ip,port,label,raw_line
Mar 01 01:46:17,server,4695,invalid_user_login,test,172.16.0.200,59654,abnormal,Mar 01 01:46:17 server sshd[4695]: Failed password for invalid user test from 172.16.0.200 port 59654 ssh2
Mar 01 01:46:33,server,1106,session_opened,rahul,unknown,0,normal,Mar 01 01:46:33 server sshd[1106]: pam_unix(sshd:session): session opened for user rahul
Mar 01 01:54:26,server,4941,invalid_user_login,root,172.16.0.200,43298,abnormal,Mar 01 01:54:26 server sshd[4941]: Failed password for invalid user root from 172.16.0.200 port 43298 ssh2
Mar 01 01:58:12,server,5630,accepted_login,manohar,192.168.1.52,64252,normal,Mar 01 01:58:12 server sshd[5630]: Accepted password for manohar from 192.168.1.52 port 64252 ssh2
Mar 01 01:58:56,server,3201,accepted_login,rahul,192.168.1.51,55141,normal,Mar 01 01:58:56 server sshd[3201]: Accepted password for rahul from 192.168.1.51 port 55141 ssh2
Mar 01 02:06:28,server,8157,invalid_user_login,test,10.0.0.101,46854,abnormal,Mar 01 02:06:28 server sshd[8157]: Failed password for invalid user test from 10.0.0.101 port 46854 ssh2
Mar 01 02:09:08,server,8117,invalid_user_login,admin,10.0.0.101,59889,abnormal,Mar 01 02:09:08 server sshd[8117]: Failed password for invalid user admin from 10.0.0.101 port 59889 ssh2
Mar 01 02:11:42,server,2518,invalid_user_login,admin,10.0.0.101,42691,abnormal,Mar 01 02:11:42 server sshd[2518]: Failed password for invalid user admin from 10.0.0.101 port 42691 ssh2
Mar 01 02:21:16,server,,sudo_command,rahul,unknown,0,normal,Mar 01 02:21:16 server sudo: rahul : TTY=pts/0 ; PWD=/home/rahul ; USER=root ; COMMAND=/bin/ls
Mar 01 02:23:59,server,1559,invalid_user_login,test,172.16.0.200,49035,abnormal,Mar 01 02:23:59 server sshd[1559]: Failed password for invalid user test from 172.16.0.200 port 49035 ssh2
Mar 01 02:26:24,server,6510,failed_login,user,172.16.0.200,42436,suspicious,Mar 01 02:26:24 server sshd[6510]: Failed password for user from 172.16.0.200 port 42436 ssh2
Mar 01 02:28:12,server,9873,invalid_user_login,admin,10.0.0.100,61016,abnormal,Mar 01 02:28:12 server sshd[9873]: Failed password for invalid user admin from 10.0.0.100 port 61016 ssh2
Mar 01 02:29:39,server,2948,invalid_user_login,user,10.0.0.100,55302,abnormal,Mar 01 02:29:39 server sshd[2948]: Failed password for invalid user user from 10.0.0.100 port 55302 ssh2
Mar 01 02:32:13,server,,sudo_command,rahul,unknown,0,normal,Mar 01 02:32:13 server sudo: rahul : TTY=pts/0 ; PWD=/home/rahul ; USER=root ; COMMAND=/bin/ls
Mar 01 02:32:55,server,4641,failed_login,guest,172.16.0.200,42247,suspicious,Mar 01 02:32:55 server sshd[4641]: Failed password for guest from 172.16.0.200 port 42247 ssh2
Mar 01 02:32:59,server,7836,accepted_login,rahul,192.168.1.51,59702,normal,Mar 01 02:32:59 server sshd[7836]: Accepted password for rahul from 192.168.1.51 port 59702 ssh2
Mar 01 02:41:08,server,6006,accepted_login,ravi,192.168.1.50,56843,normal,Mar 01 02:41:08 server sshd[6006]: Accepted password for ravi from 192.168.1.50 port 56843 ssh2
Mar 01 02:45:31,server,,sudo_command,ravi,unknown,0,normal,Mar 01 02:45:31 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 02:50:18,server,,sudo_command,ravi,unknown,0,normal,Mar 01 02:50:18 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 02:50:26,server,1837,failed_login,user,10.0.0.101,62227,suspicious,Mar 01 02:50:26 server sshd[1837]: Failed password for user from 10.0.0.101 port 62227 ssh2
Mar 01 02:56:00,server,7248,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 02:56:00 server sshd[7248]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 02:59:17,server,2539,accepted_login,ravi,192.168.1.52,61558,normal,Mar 01 02:59:17 server sshd[2539]: Accepted password for ravi from 192.168.1.52 port 61558 ssh2
Mar 01 03:10:52,server,6727,session_opened,rahul,unknown,0,normal,Mar 01 03:10:52 server sshd[6727]: pam_unix(sshd:session): session opened for user rahul
Mar 01 03:13:12,server,1626,breakin_attempt,unknown,10.0.0.100,0,abnormal,Mar 01 03:13:12 server sshd[1626]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.100
Mar 01 03:18:40,server,7471,session_opened,ravi,unknown,0,normal,Mar 01 03:18:40 server sshd[7471]: pam_unix(sshd:session): session opened for user ravi
Mar 01 03:23:25,server,8155,invalid_user_login,test,10.0.0.100,42691,abnormal,Mar 01 03:23:25 server sshd[8155]: Failed password for invalid user test from 10.0.0.100 port 42691 ssh2
Mar 01 03:28:08,server,8362,session_opened,manohar,unknown,0,normal,Mar 01 03:28:08 server sshd[8362]: pam_unix(sshd:session): session opened for user manohar
Mar 01 03:28:22,server,1477,session_opened,ravi,unknown,0,normal,Mar 01 03:28:22 server sshd[1477]: pam_unix(sshd:session): session opened for user ravi
Mar 01 03:29:18,server,5892,session_opened,ravi,unknown,0,normal,Mar 01 03:29:18 server sshd[5892]: pam_unix(sshd:session): session opened for user ravi
Mar 01 03:30:19,server,9409,session_opened,ravi,unknown,0,normal,Mar 01 03:30:19 server sshd[9409]: pam_unix(sshd:session): session opened for user ravi
Mar 01 03:30:25,server,2907,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 03:30:25 server sshd[2907]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 03:33:07,server,7309,session_opened,ravi,unknown,0,normal,Mar 01 03:33:07 server sshd[7309]: pam_unix(sshd:session): session opened for user ravi
Mar 01 03:34:41,server,,sudo_command,rahul,unknown,0,normal,Mar 01 03:34:41 server sudo: rahul : TTY=pts/0 ; PWD=/home/rahul ; USER=root ; COMMAND=/bin/ls
Mar 01 03:47:38,server,3543,accepted_login,manohar,192.168.1.50,43718,normal,Mar 01 03:47:38 server sshd[3543]: Accepted password for manohar from 192.168.1.50 port 43718 ssh2
Mar 01 03:53:24,server,6835,session_opened,ravi,unknown,0,normal,Mar 01 03:53:24 server sshd[6835]: pam_unix(sshd:session): session opened for user ravi
Mar 01 03:57:35,server,2914,session_opened,rahul,unknown,0,normal,Mar 01 03:57:35 server sshd[2914]: pam_unix(sshd:session): session opened for user rahul
Mar 01 03:59:09,server,3412,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 03:59:09 server sshd[3412]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 04:01:02,server,,sudo_command,ravi,unknown,0,normal,Mar 01 04:01:02 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 04:01:07,server,,sudo_command,ravi,unknown,0,normal,Mar 01 04:01:07 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 04:03:56,server,,sudo_command,ravi,unknown,0,normal,Mar 01 04:03:56 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 04:04:32,server,,sudo_command,manohar,unknown,0,normal,Mar 01 04:04:32 server sudo: manohar : TTY=pts/0 ; PWD=/home/manohar ; USER=root ; COMMAND=/bin/ls
Mar 01 04:05:34,server,3311,accepted_login,manohar,192.168.1.52,49593,normal,Mar 01 04:05:34 server sshd[3311]: Accepted password for manohar from 192.168.1.52 port 49593 ssh2
Mar 01 04:08:40,server,2536,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 04:08:40 server sshd[2536]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 04:23:08,server,,sudo_command,ravi,unknown,0,normal,Mar 01 04:23:08 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 04:25:05,server,5415,invalid_user_login,test,172.16.0.200,50773,abnormal,Mar 01 04:25:05 server sshd[5415]: Failed password for invalid user test from 172.16.0.200 port 50773 ssh2
Mar 01 04:26:35,server,7812,session_opened,manohar,unknown,0,normal,Mar 01 04:26:35 server sshd[7812]: pam_unix(sshd:session): session opened for user manohar
Mar 01 04:31:19,server,7519,invalid_user_login,user,10.0.0.100,40718,abnormal,Mar 01 04:31:19 server sshd[7519]: Failed password for invalid user user from 10.0.0.100 port 40718 ssh2
Mar 01 04:36:31,server,4286,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 04:36:31 server sshd[4286]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 04:36:39,server,,sudo_command,rahul,unknown,0,normal,Mar 01 04:36:39 server sudo: rahul : TTY=pts/0 ; PWD=/home/rahul ; USER=root ; COMMAND=/bin/ls
Mar 01 04:41:02,server,3831,accepted_login,manohar,192.168.1.50,62641,normal,Mar 01 04:41:02 server sshd[3831]: Accepted password for manohar from 192.168.1.50 port 62641 ssh2
Mar 01 04:44:57,server,7310,invalid_user_login,test,10.0.0.101,52810,abnormal,Mar 01 04:44:57 server sshd[7310]: Failed password for invalid user test from 10.0.0.101 port 52810 ssh2
Mar 01 04:45:00,server,3128,accepted_login,rahul,192.168.1.52,40276,normal,Mar 01 04:45:00 server sshd[3128]: Accepted password for rahul from 192.168.1.52 port 40276 ssh2
Mar 01 04:50:50,server,9244,session_opened,ravi,unknown,0,normal,Mar 01 04:50:50 server sshd[9244]: pam_unix(sshd:session): session opened for user ravi
Mar 01 04:54:21,server,,sudo_command,manohar,unknown,0,normal,Mar 01 04:54:21 server sudo: manohar : TTY=pts/0 ; PWD=/home/manohar ; USER=root ; COMMAND=/bin/ls
Mar 01 04:55:53,server,5167,session_opened,rahul,unknown,0,normal,Mar 01 04:55:53 server sshd[5167]: pam_unix(sshd:session): session opened for user rahul
Mar 01 04:56:54,server,7070,accepted_login,ravi,192.168.1.50,65468,normal,Mar 01 04:56:54 server sshd[7070]: Accepted password for ravi from 192.168.1.50 port 65468 ssh2
Mar 01 05:00:07,server,3651,session_opened,rahul,unknown,0,normal,Mar 01 05:00:07 server sshd[3651]: pam_unix(sshd:session): session opened for user rahul
Mar 01 05:03:03,server,1265,invalid_user_login,test,172.16.0.200,42155,abnormal,Mar 01 05:03:03 server sshd[1265]: Failed password for invalid user test from 172.16.0.200 port 42155 ssh2
Mar 01 05:06:17,server,,sudo_command,ravi,unknown,0,normal,Mar 01 05:06:17 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 05:17:33,server,6868,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 05:17:33 server sshd[6868]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 05:29:04,server,6356,accepted_login,ravi,192.168.1.50,42118,normal,Mar 01 05:29:04 server sshd[6356]: Accepted password for ravi from 192.168.1.50 port 42118 ssh2
Mar 01 05:33:58,server,3147,breakin_attempt,unknown,172.16.0.200,0,abnormal,Mar 01 05:33:58 server sshd[3147]: POSSIBLE BREAK-IN ATTEMPT from 172.16.0.200
Mar 01 06:03:35,server,4766,accepted_login,rahul,192.168.1.50,59156,normal,Mar 01 06:03:35 server sshd[4766]: Accepted password for rahul from 192.168.1.50 port 59156 ssh2
Mar 01 06:10:27,server,5254,invalid_user_login,guest,10.0.0.100,44921,abnormal,Mar 01 06:10:27 server sshd[5254]: Failed password for invalid user guest from 10.0.0.100 port 44921 ssh2
Mar 01 06:22:32,server,6699,session_opened,manohar,unknown,0,normal,Mar 01 06:22:32 server sshd[6699]: pam_unix(sshd:session): session opened for user manohar
Mar 01 06:24:26,server,,sudo_command,ravi,unknown,0,normal,Mar 01 06:24:26 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 06:27:35,server,9748,accepted_login,ravi,192.168.1.51,52382,normal,Mar 01 06:27:35 server sshd[9748]: Accepted password for ravi from 192.168.1.51 port 52382 ssh2
Mar 01 06:29:24,server,,sudo_command,manohar,unknown,0,normal,Mar 01 06:29:24 server sudo: manohar : TTY=pts/0 ; PWD=/home/manohar ; USER=root ; COMMAND=/bin/ls
Mar 01 06:32:29,server,9037,accepted_login,manohar,192.168.1.52,64229,normal,Mar 01 06:32:29 server sshd[9037]: Accepted password for manohar from 192.168.1.52 port 64229 ssh2
Mar 01 06:33:22,server,7342,session_opened,manohar,unknown,0,normal,Mar 01 06:33:22 server sshd[7342]: pam_unix(sshd:session): session opened for user manohar
Mar 01 06:34:04,server,,sudo_command,manohar,unknown,0,normal,Mar 01 06:34:04 server sudo: manohar : TTY=pts/0 ; PWD=/home/manohar ; USER=root ; COMMAND=/bin/ls
Mar 01 06:36:53,server,6289,accepted_login,manohar,192.168.1.50,59830,normal,Mar 01 06:36:53 server sshd[6289]: Accepted password for manohar from 192.168.1.50 port 59830 ssh2
Mar 01 06:38:37,server,4015,breakin_attempt,unknown,10.0.0.100,0,abnormal,Mar 01 06:38:37 server sshd[4015]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.100
Mar 01 06:42:04,server,,sudo_command,ravi,unknown,0,normal,Mar 01 06:42:04 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 06:42:58,server,9583,accepted_login,manohar,192.168.1.52,55567,normal,Mar 01 06:42:58 server sshd[9583]: Accepted password for manohar from 192.168.1.52 port 55567 ssh2
Mar 01 06:44:19,server,,sudo_command,manohar,unknown,0,normal,Mar 01 06:44:19 server sudo: manohar : TTY=pts/0 ; PWD=/home/manohar ; USER=root ; COMMAND=/bin/ls
Mar 01 06:46:12,server,3838,session_opened,rahul,unknown,0,normal,Mar 01 06:46:12 server sshd[3838]: pam_unix(sshd:session): session opened for user rahul
Mar 01 06:52:51,server,2875,invalid_user_login,guest,172.16.0.200,62931,abnormal,Mar 01 06:52:51 server sshd[2875]: Failed password for invalid user guest from 172.16.0.200 port 62931 ssh2
Mar 01 06:59:21,server,7362,session_opened,rahul,unknown,0,normal,Mar 01 06:59:21 server sshd[7362]: pam_unix(sshd:session): session opened for user rahul
Mar 01 07:00:50,server,8713,accepted_login,ravi,192.168.1.52,61969,normal,Mar 01 07:00:50 server sshd[8713]: Accepted password for ravi from 192.168.1.52 port 61969 ssh2
Mar 01 07:00:54,server,2634,invalid_user_login,user,172.16.0.200,47907,abnormal,Mar 01 07:00:54 server sshd[2634]: Failed password for invalid user user from 172.16.0.200 port 47907 ssh2
Mar 01 07:01:05,server,7485,failed_login,user,10.0.0.100,56161,suspicious,Mar 01 07:01:05 server sshd[7485]: Failed password for user from 10.0.0.100 port 56161 ssh2
Mar 01 07:01:14,server,7038,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 07:01:14 server sshd[7038]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 07:01:53,server,,sudo_command,ravi,unknown,0,normal,Mar 01 07:01:53 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 07:09:16,server,3231,failed_login,guest,10.0.0.100,63232,suspicious,Mar 01 07:09:16 server sshd[3231]: Failed password for guest from 10.0.0.100 port 63232 ssh2
Mar 01 07:11:57,server,9691,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 07:11:57 server sshd[9691]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 07:17:06,server,4364,failed_login,user,172.16.0.200,61839,suspicious,Mar 01 07:17:06 server sshd[4364]: Failed password for user from 172.16.0.200 port 61839 ssh2
Mar 01 07:53:05,server,9900,accepted_login,ravi,192.168.1.50,59512,normal,Mar 01 07:53:05 server sshd[9900]: Accepted password for ravi from 192.168.1.50 port 59512 ssh2
Mar 01 08:12:03,server,5798,accepted_login,rahul,192.168.1.50,59124,normal,Mar 01 08:12:03 server sshd[5798]: Accepted password for rahul from 192.168.1.50 port 59124 ssh2
Mar 01 08:17:34,server,5145,session_opened,manohar,unknown,0,normal,Mar 01 08:17:34 server sshd[5145]: pam_unix(sshd:session): session opened for user manohar
Mar 01 08:23:01,server,9180,session_opened,manohar,unknown,0,normal,Mar 01 08:23:01 server sshd[9180]: pam_unix(sshd:session): session opened for user manohar
Mar 01 08:32:39,server,,sudo_command,ravi,unknown,0,normal,Mar 01 08:32:39 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 08:38:49,server,9284,invalid_user_login,test,172.16.0.200,50187,abnormal,Mar 01 08:38:49 server sshd[9284]: Failed password for invalid user test from 172.16.0.200 port 50187 ssh2
Mar 01 08:52:00,server,,sudo_command,ravi,unknown,0,normal,Mar 01 08:52:00 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 08:54:57,server,2913,session_opened,ravi,unknown,0,normal,Mar 01 08:54:57 server sshd[2913]: pam_unix(sshd:session): session opened for user ravi
Mar 01 08:59:08,server,2975,accepted_login,ravi,192.168.1.51,48134,normal,Mar 01 08:59:08 server sshd[2975]: Accepted password for ravi from 192.168.1.51 port 48134 ssh2
Mar 01 09:06:38,server,,sudo_command,ravi,unknown,0,normal,Mar 01 09:06:38 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 09:24:36,server,8499,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 09:24:36 server sshd[8499]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 09:32:42,server,5548,session_opened,manohar,unknown,0,normal,Mar 01 09:32:42 server sshd[5548]: pam_unix(sshd:session): session opened for user manohar
Mar 01 09:44:09,server,4493,breakin_attempt,unknown,10.0.0.100,0,abnormal,Mar 01 09:44:09 server sshd[4493]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.100
Mar 01 09:44:19,server,4423,accepted_login,ravi,192.168.1.51,62518,normal,Mar 01 09:44:19 server sshd[4423]: Accepted password for ravi from 192.168.1.51 port 62518 ssh2
Mar 01 09:47:42,server,5080,session_opened,manohar,unknown,0,normal,Mar 01 09:47:42 server sshd[5080]: pam_unix(sshd:session): session opened for user manohar
Mar 01 09:54:26,server,1396,session_opened,ravi,unknown,0,normal,Mar 01 09:54:26 server sshd[1396]: pam_unix(sshd:session): session opened for user ravi
Mar 01 09:54:27,server,4694,breakin_attempt,unknown,10.0.0.101,0,abnormal,Mar 01 09:54:27 server sshd[4694]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.101
Mar 01 10:07:32,server,4282,session_opened,ravi,unknown,0,normal,Mar 01 10:07:32 server sshd[4282]: pam_unix(sshd:session): session opened for user ravi
Mar 01 10:12:09,server,2956,accepted_login,manohar,192.168.1.52,47537,normal,Mar 01 10:12:09 server sshd[2956]: Accepted password for manohar from 192.168.1.52 port 47537 ssh2
Mar 01 10:13:06,server,,sudo_command,ravi,unknown,0,normal,Mar 01 10:13:06 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 10:15:14,server,6355,failed_login,admin,10.0.0.100,57037,suspicious,Mar 01 10:15:14 server sshd[6355]: Failed password for admin from 10.0.0.100 port 57037 ssh2
Mar 01 10:22:42,server,4631,accepted_login,ravi,192.168.1.50,44431,normal,Mar 01 10:22:42 server sshd[4631]: Accepted password for ravi from 192.168.1.50 port 44431 ssh2
Mar 01 10:22:55,server,4551,session_opened,ravi,unknown,0,normal,Mar 01 10:22:55 server sshd[4551]: pam_unix(sshd:session): session opened for user ravi
Mar 01 10:26:22,server,9673,session_opened,rahul,unknown,0,normal,Mar 01 10:26:22 server sshd[9673]: pam_unix(sshd:session): session opened for user rahul
Mar 01 10:38:01,server,5843,accepted_login,manohar,192.168.1.50,45672,normal,Mar 01 10:38:01 server sshd[5843]: Accepted password for manohar from 192.168.1.50 port 45672 ssh2
Mar 01 10:39:03,server,2369,session_opened,manohar,unknown,0,normal,Mar 01 10:39:03 server sshd[2369]: pam_unix(sshd:session): session opened for user manohar
Mar 01 10:54:03,server,2910,session_opened,manohar,unknown,0,normal,Mar 01 10:54:03 server sshd[2910]: pam_unix(sshd:session): session opened for user manohar
Mar 01 11:09:05,server,,sudo_command,manohar,unknown,0,normal,Mar 01 11:09:05 server sudo: manohar : TTY=pts/0 ; PWD=/home/manohar ; USER=root ; COMMAND=/bin/ls
Mar 01 11:14:43,server,7440,accepted_login,manohar,192.168.1.52,54228,normal,Mar 01 11:14:43 server sshd[7440]: Accepted password for manohar from 192.168.1.52 port 54228 ssh2
Mar 01 11:27:47,server,,sudo_command,ravi,unknown,0,normal,Mar 01 11:27:47 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 11:42:03,server,,sudo_command,rahul,unknown,0,normal,Mar 01 11:42:03 server sudo: rahul : TTY=pts/0 ; PWD=/home/rahul ; USER=root ; COMMAND=/bin/ls
Mar 01 11:51:06,server,6954,failed_login,admin,10.0.0.100,47929,suspicious,Mar 01 11:51:06 server sshd[6954]: Failed password for admin from 10.0.0.100 port 47929 ssh2
Mar 01 11:53:30,server,2126,accepted_login,ravi,192.168.1.52,61154,normal,Mar 01 11:53:30 server sshd[2126]: Accepted password for ravi from 192.168.1.52 port 61154 ssh2
Mar 01 11:57:48,server,4212,session_opened,manohar,unknown,0,normal,Mar 01 11:57:48 server sshd[4212]: pam_unix(sshd:session): session opened for user manohar
Mar 01 12:07:39,server,,sudo_command,ravi,unknown,0,normal,Mar 01 12:07:39 server sudo: ravi : TTY=pts/0 ; PWD=/home/ravi ; USER=root ; COMMAND=/bin/ls
Mar 01 12:08:20,server,8344,accepted_login,rahul,192.168.1.50,59775,normal,Mar 01 12:08:20 server sshd[8344]: Accepted password for rahul from 192.168.1.50 port 59775 ssh2
Mar 01 12:12:18,server,3254,failed_login,root,10.0.0.100,52510,suspicious,Mar 01 12:12:18 server sshd[3254]: Failed password for root from 10.0.0.100 port 52510 ssh2
Mar 01 12:12:18,server,2449,session_opened,rahul,unknown,0,normal,Mar 01 12:12:18 server sshd[2449]: pam_unix(sshd:session): session opened for user rahul
Mar 01 12:15:47,server,8071,breakin_attempt,unknown,10.0.0.100,0,abnormal,Mar 01 12:15:47 server sshd[8071]: POSSIBLE BREAK-IN ATTEMPT from 10.0.0.100
